50,399.8
27,507.418
-11,495.526
-85,303.21
61,486.374
8,467.972
-90,241.04
-80,412.38
-31,467.846
-35,446.91
-54,321.464
-58,263.528
-98,411.168
0,344.1
-62,313.592
-25,441.25
-28,326.548
-15,319.59
77,486.118
70,569.48
-93,237.338
98,484.032
65,607.31
-56,323.996
-13,478.058
58,453.672
35,388.29
-32,317.612
-30,431.08
-82,357.912
82,557.288
21,425.014
-18,438.888
-50,459.4
-17,371.122
-55,453.23
-73,258.018
-95,241.87
-59,457.294
83,611.522
-37,392.442
-14,356.824
-24,432.484
95,552.33
-64,340.124
73,503.182
-67,264.422
-65,362.89
87,535.458
-49,294.634
-69,383.954
-38,307.208
11,371.674
16,528.844
43,397.162
29,393.886
99,625.266
53,466.502
60,530.14
78,565.352
-36,445.676
62,487.608
-99,346.934
-2,414.632
-22,430.952
7,471.738
36,543.524
-33,296.378
-12,465.292
-74,403.784
38,518.992
-5,445.93
17,483.078
-94,399.104
81,558.054
-97,367.402
19,377.546
-96,226.636
74,498.416
13,416.142
28,541.652
-91,392.806
57,549.438
-75,327.55
-72,325.252
42,579.928
-51,402.166
47,575.098
-8,457.228
6,481.504
100,469.5
-40,479.74
25,366.95
69,588.246
37,440.758
-78,317.848
3,517.802
26,522.184
-88,355.508
12,523.908
