6421,815224.721
-1504,-209619.279
5505,701860.321
2273,261097.521
-3217,-370960.479
-9505,-1196495.679
9582,1155909.121
1546,208300.721
580,82103.321
-4936,-624374.079
-3930,-500110.679
-2279,-281575.279
-4503,-548141.879
-3288,-429053.879
8303,1048030.521
4714,554951.921
150,47602.321
4508,533749.521
-2464,-276420.279
9744,1230196.921
-1270,-170168.679
8934,1109746.921
9736,1227346.721
8205,986746.321
-848,-100897.879
9295,1136117.321
4860,594811.321
3034,388901.921
-1247,-166442.479
-8152,-1018633.479
-3340,-435791.679
-316,-41687.079
1517,197381.121
-5837,-690656.479
6675,828694.321
9208,1144254.521
4837,621268.121
9239,1158549.921
3218,423385.521
4180,523157.321
-4562,-533087.479
-6816,-870760.079
-5637,-672627.479
-3907,-466540.479
704,101670.921
6388,816180.521
6036,740835.721
-6434,-818248.279
-9510,-1200142.679
-4080,-494317.679
1948,224706.521
8244,1011148.921
-297,-49617.479
9844,1202399.921
-2929,-337116.279
1252,130192.121
-8830,-1077494.679
-8078,-976969.879
5962,756733.121
-7843,-989487.879
-8967,-1093641.479
840,125590.321
8700,1085842.321
-3415,-418943.679
-6683,-840181.879
7169,884442.921
-3904,-485259.279
5465,660483.321
-3211,-386369.079
920,134853.321
3262,390022.121
-852,-78951.479
-1342,-165178.479
493,89406.521
2360,304215.321
7772,951632.121
-5017,-620374.479
5048,631771.521
-3242,-371756.479
-1169,-127162.279
7991,1007582.721
-7242,-920460.479
-9162,-1127106.479
8706,1080558.721
-3698,-433363.879
1865,253197.321
-9159,-1116551.279
-9839,-1185268.279
-6706,-840005.079
-6950,-883824.679
-6134,-741241.279
-5657,-690134.479
8549,1040373.921
9337,1147369.121
3784,441488.921
819,106165.921
4022,473153.121
-2773,-354132.879
-7633,-922545.879
8871,1123413.721
-7463,-935884.879
8774,1084374.921
5598,664178.521
951,89406.721
-2204,-248644.279
1179,119377.921
-4518,-543764.879
-5562,-694434.479
-4578,-564431.879
5160,662356.321
-7954,-1000215.279
2394,272428.921
-9760,-1231793.679
8168,1004509.521
-3931,-464153.079
-2022,-228651.479
-5503,-668190.879
3087,377952.121
-9104,-1141027.279
-8554,-1035198.279
-7468,-918075.879
-5624,-711628.279
-6036,-745549.079
8010,1003666.321
-4867,-611200.479
2473,324354.521
-8840,-1100439.679
-3467,-406088.479
-2769,-320159.279
-7457,-940802.479
-5034,-594707.279
5804,724437.921
5998,712626.521
4077,489759.121
-9527,-1199957.479
7011,862974.721
-6587,-801863.479
9920,1202958.321
4057,485947.121
-7676,-962454.079
6333,792947.521
-4017,-516990.479
4214,529194.921
-3615,-455719.679
1718,204520.521
8740,1089407.321
3117,401202.121
8579,1087830.921
-8454,-1032857.279
-8783,-1083922.879
-9236,-1139613.079
4474,575948.921
-5069,-606559.279
3483,432626.521
-8359,-1021872.279
1563,198962.521
6767,853589.121
597,66396.121
-4123,-514338.879
264,22849.921
5141,640412.721
4456,564772.721
-4140,-495016.679
3642,459297.121
5406,673491.721
9935,1230249.321
-4824,-583874.279
-2072,-262502.479
-3176,-391656.079
8726,1097732.721
-1012,-154234.479
1150,114878.321
9002,1121843.121
-180,-32359.679
-1405,-163355.679
-8327,-1001693.479
-23,6313.121
8086,1023991.721
4807,578368.121
-4744,-596016.279
-7986,-982822.079
-6108,-740111.879
578,96628.521
2417,293699.121
-9177,-1111518.479
-5001,-614302.079
-515,-87969.679
7368,937667.521
-1400,-146463.679
3276,412794.721
-3888,-508238.879
4684,554048.921
-1290,-135592.679
4322,562346.121
-6390,-793189.679
-6888,-862766.879
3752,441194.121
-7171,-904406.079
9975,1240099.321
9021,1105674.721
8910,1107349.321
-9204,-1154528.279
8874,1112194.921
1064,110286.921
-2257,-305116.479
-4937,-611144.479
-8073,-1011227.879
751,109666.721
1582,195931.121
1451,182642.721
3343,405183.521
