-143,-2384.41
714,7791.97
-290,-1330.39
-935,-9151.69
-37,1035.63
295,863.51
-847,-10672.77
-520,-3631.59
168,2698.33
-247,-5620.77
-612,-9494.87
-670,-9850.59
797,12362.19
697,6118.19
-554,-7135.15
-150,-3682.79
-139,-2722.05
-621,-6695.93
-47,-2441.77
-859,-8027.85
-146,-4620.43
907,9129.59
-791,-10098.73
376,5001.05
-818,-9486.91
-36,-1277.03
522,9181.69
-116,-2861.23
490,8579.81
889,9402.47
-271,-1491.93
-121,1550.07
-88,-3823.71
-202,-2785.47
-151,-2246.13
-860,-11820.19
-804,-7229.15
260,5306.61
324,5796.37
-869,-13422.25
108,598.93
-297,-4905.77
-682,-9695.67
351,6636.55
-832,-12983.67
250,5525.21
794,7594.17
-19,-2636.25
-75,944.71
-68,-3516.91
-893,-13415.41
945,9574.51
-82,-3434.67
-688,-5914.71
503,8842.23
350,5889.21
-627,-8350.97
825,12512.71
411,3107.95
-787,-12041.37
-851,-12072.13
-196,-4814.43
281,6123.75
571,9339.35
-917,-11059.57
-742,-7757.07
-646,-10907.43
-445,-4962.09
-475,-7432.29
-543,-8568.41
809,10482.27
744,10046.17
-97,613.23
-331,-6567.33
497,8897.19
-426,-6944.63
279,5655.07
47,3590.19
-201,253.87
-894,-10781.75
-485,-8746.69
-111,-4278.53
-683,-5637.01
-538,-4597.71
741,8875.15
974,14339.37
-34,-925.35
738,12045.13
720,8742.01
704,8421.57
368,3501.33
844,12618.17
312,1433.29
-261,-4848.53
71,-1324.65
633,8193.43
-573,-7663.61
908,9726.93
-889,-12919.05
349,6713.87
-367,-3342.57
-267,-827.57
-731,-10792.33
-316,-4618.23
-104,-3115.15
-897,-13176.77
-226,-564.63
-176,-2662.63
-687,-10816.37
188,17.13
872,11685.69
-763,-12231.21
927,13204.39
355,3724.91
684,11318.77
207,-294.41
596,8195.85
-802,-11509.47
746,10253.85
-974,-12143.95
-148,-4636.11
451,6235.55
388,6229.13
-183,-1696.01
244,1152.17
116,3073.65
-344,-6682.75
-800,-12735.79
-388,-6739.71
853,7773.23
534,5870.77
-887,-12132.37
189,2582.47
432,4576.09
-434,-7727.35
27,-523.61
-497,-6284.77
377,6336.39
-549,-5525.45
215,761.31
-160,-3881.19
-171,-3608.93
-730,-7032.99
-157,-3622.17
-179,-1958.65
200,2058.21
-184,-3889.35
264,1404.97
-452,-5153.47
-740,-7906.39
154,4784.57
916,13821.65
-576,-6278.63
813,7861.63
576,9071.05
942,12453.49
20,995.01
329,3230.07
-547,-6568.77
-338,-1466.71
-312,-3524.87
-942,-8713.07
598,5667.53
-152,1062.53
-138,176.29
-133,-752.01
394,7458.17
583,9439.43
921,11141.35
519,8379.67
801,11385.55
676,7959.05
-840,-12314.39
-258,-5525.51
49,1331.87
261,1154.95
592,6967.49
-169,-3008.25
-723,-8740.61
-303,-2873.81
224,2258.37
-534,-9297.35
819,12573.67
691,10049.15
-390,-3143.39
-44,502.25
342,5319.49
266,592.65
874,12589.37
-65,639.11
782,12594.09
-115,1330.11
-775,-11374.29
868,9803.33
220,3673.01
987,10182.79
-479,-7718.65
-625,-8332.29
251,5402.55
484,5079.77
127,851.39
458,2892.93
906,11901.25
341,2793.15
-638,-6098.71
-667,-8073.57
128,2825.73
754,10283.57
-260,-1095.19
460,3679.61
389,3568.47
-166,-2365.23
-563,-9349.21
-159,247.15
834,9389.77
-366,-3474.23
-405,-3448.49
339,5798.47
-819,-7234.25
-533,-6378.01
285,3854.11
-356,-6374.83
-259,-5732.85
426,3761.05
480,7547.41
-905,-13011.49
-480,-4661.99
-9,1525.15
911,8398.95
740,7956.81
336,1807.45
761,10498.95
-962,-11362.87
-67,-1044.57
130,-1211.59
-328,-1010.31
-509,-4275.85
-771,-9848.93
-487,-8531.37
-829,-10183.65
-722,-9817.27
-661,-6403.53
701,6209.55
540,8335.81
-592,-8276.07
-981,-12515.33
-295,-2604.09
-652,-10930.47
-691,-5756.73
828,12483.73
971,14218.35
-208,56.49
-330,-5210.99
909,9367.27
-989,-9911.05
-945,-10520.09
-483,-5746.01
-175,-2740.29
631,9269.75
-880,-11160.99
-555,-4615.49
55,868.91
931,9257.75
452,4993.89
382,3155.09
763,7493.63
757,7695.59
-473,-6813.61
-637,-10154.37
19,916.67
-842,-11394.07
-577,-9782.97
242,2834.49
-868,-11021.91
-954,-9737.15
-51,874.87
-101,-6.13
299,3669.87
991,11471.15
532,9236.09
884,10744.77
65,908.31
-412,-5835.87
-337,-3851.37
-972,-13856.27
-623,-8022.61
599,9864.87
39,227.47
-841,-9413.73
569,4484.67
936,9160.45
344,6709.17
-380,-5497.99
-73,300.39
107,3382.59
442,3667.49
169,1846.67
629,8546.07
-678,-5533.31
457,6456.59
106,157.25
956,10223.25
689,8770.47
928,13570.73
319,6829.67
622,10403.69
-470,-5318.59
21,1115.35
-265,-4615.89
474,7704.37
338,6425.13
-358,-6645.51
-346,-6581.43
-262,-2658.87
255,1356.91
418,5756.33
-527,-4716.97
-695,-10708.09
937,8845.79
-535,-6906.69
-895,-12165.09
-536,-8515.03
149,150.87
59,1626.27
-546,-7249.43
429,3120.07
590,7575.81
524,5633.37
-816,-9156.23
-778,-10205.31
63,3760.63
-749,-8101.45
-805,-10325.49
-557,-6773.17
315,3357.31
-874,-9598.95
-77,-2391.97
-193,-520.41
-147,-2556.77
616,9597.65
288,3636.13
-958,-14331.51
756,8457.25
-254,-505.15
678,10515.73
-631,-7077.33
-397,-3892.77
624,8103.37
665,10820.31
5,2219.91
783,11064.43
829,7624.07
-31,-2883.33
967,9014.99
-552,-4320.47
-87,-1534.37
89,790.47
-992,-12831.07
-597,-9330.77
438,3198.13
83,-1050.57
-957,-13443.17
591,7057.15
913,11414.63
292,3007.49
661,10380.95
410,5150.61
289,6558.47
-622,-6198.27
-134,-722.35
-785,-8683.69
-613,-10122.21
-936,-13676.03
-826,-9294.63
33,-188.57
